CH4,CO,NO,NO2,OZ,PM10,PM2.5,SO2,datetime
1.49,0.1,0.006,0.054,0.0039,0.017,0.014,0.0021,2023-12-01 18:00:00
1.53,0.1,0.009,0.056,0.0025,0.018,0.015,0.0022,2023-12-01 19:00:00
1.56,0.1,0.011,0.058,0.0021,0.017,0.013,0.0024,2023-12-01 20:00:00
1.56,0.1,0.014,0.058,0.0019,0.017,0.012,0.0023,2023-12-01 21:00:00
1.56,0.1,0.012,0.058,0.0018,0.016,0.012,0.0022,2023-12-01 22:00:00
1.56,0.13,0.028,0.059,0.0017,0.017,0.013,0.0026,2023-12-01 23:00:00
1.51,0.2,0.039,0.06,0.0018,0.021,0.015,0.003,2023-12-02 00:00:00
1.52,0.3,0.057,0.065,0.0021,0.024,0.016,0.0035,2023-12-02 01:00:00
1.52,0.3,0.058,0.066,0.0022,0.025,0.018,0.0034,2023-12-02 02:00:00
1.55,0.53,0.057,0.066,0.0021,0.026,0.02,0.0032,2023-12-02 03:00:00
1.51,0.4,0.021,0.06,0.002,0.02,0.016,0.0023,2023-12-02 04:00:00
1.52,0.43,0.028,0.061,0.0017,0.02,0.016,0.0024,2023-12-02 05:00:00
1.55,0.5,0.039,0.063,0.0019,0.025,0.022,0.0028,2023-12-02 06:00:00
1.58,0.5,0.039,0.059,0.0019,0.025,0.021,0.003,2023-12-02 07:00:00
1.57,0.47,0.034,0.057,0.0017,0.024,0.02,0.0028,2023-12-02 08:00:00
1.56,0.5,0.039,0.056,0.0019,0.024,0.02,0.0031,2023-12-02 09:00:00
1.52,0.43,0.031,0.05,0.0028,0.026,0.02,0.0027,2023-12-02 10:00:00
1.5,0.4,0.019,0.041,0.0059,0.023,0.018,0.0024,2023-12-02 11:00:00
1.5,0.4,0.021,0.038,0.0096,0.024,0.018,0.0026,2023-12-02 12:00:00
1.49,0.33,0.022,0.037,0.0128,0.022,0.015,0.0027,2023-12-02 13:00:00
1.47,0.4,0.022,0.042,0.0112,0.024,0.014,0.0029,2023-12-02 14:00:00
1.45,0.23,0.009,0.041,0.0163,0.018,0.013,0.0023,2023-12-02 15:00:00
1.46,0.2,0.01,0.049,0.0108,0.016,0.012,0.0026,2023-12-02 16:00:00
1.47,0.2,0.007,0.054,0.0064,0.017,0.012,0.0024,2023-12-02 17:00:00
1.48,0.33,0.014,0.058,0.0022,0.019,0.013,0.0026,2023-12-02 18:00:00
1.48,0.27,0.013,0.055,0.0029,0.018,0.014,0.0027,2023-12-02 19:00:00
1.5,0.3,0.009,0.051,0.0029,0.019,0.015,0.0024,2023-12-02 20:00:00
1.49,0.23,0.005,0.045,0.0066,0.017,0.014,0.0021,2023-12-02 21:00:00
1.48,0.2,0.001,0.039,0.0108,0.015,0.013,0.0019,2023-12-02 22:00:00
1.48,0.2,0.001,0.041,0.0109,0.015,0.013,0.002,2023-12-02 23:00:00
1.47,0.2,0.001,0.038,0.0138,0.016,0.013,0.002,2023-12-03 00:00:00
1.47,0.2,0.001,0.037,0.0142,0.015,0.014,0.002,2023-12-03 01:00:00
1.46,0.2,0.0,0.04,0.0113,0.016,0.014,0.002,2023-12-03 02:00:00
1.47,0.27,0.0,0.033,0.0207,0.014,0.012,0.002,2023-12-03 03:00:00
1.47,0.27,0.0,0.032,0.0172,0.011,0.01,0.0021,2023-12-03 04:00:00
1.47,0.23,0.0,0.031,0.0232,0.013,0.011,0.0018,2023-12-03 05:00:00
1.48,0.27,0.001,0.038,0.0117,0.014,0.013,0.0019,2023-12-03 06:00:00
1.49,0.3,0.004,0.05,0.0039,0.016,0.014,0.0021,2023-12-03 07:00:00
1.49,0.3,0.003,0.045,0.0081,0.02,0.017,0.0021,2023-12-03 08:00:00
1.5,0.3,0.002,0.042,0.0103,0.021,0.018,0.0023,2023-12-03 09:00:00
1.51,0.3,0.005,0.046,0.0088,0.015,0.012,0.0025,2023-12-03 10:00:00
1.53,0.33,0.012,0.045,0.0069,0.021,0.015,0.0022,2023-12-03 11:00:00
1.55,0.37,0.027,0.049,0.0045,0.02,0.014,0.0032,2023-12-03 12:00:00
1.56,0.4,0.029,0.049,0.004,0.022,0.016,0.0043,2023-12-03 13:00:00
1.53,0.4,0.02,0.047,0.0046,0.016,0.013,0.0029,2023-12-03 14:00:00
1.56,0.23,0.01,0.042,0.0074,0.015,0.012,0.0024,2023-12-03 15:00:00
1.48,0.2,0.007,0.045,0.0075,0.011,0.009,0.0024,2023-12-03 16:00:00
1.46,0.2,0.003,0.046,0.0129,0.007,0.005,0.002,2023-12-03 17:00:00
1.46,0.17,0.001,0.04,0.0205,0.007,0.005,0.0021,2023-12-03 18:00:00
1.47,0.17,0.0,0.037,0.0229,0.007,0.005,0.0019,2023-12-03 19:00:00
1.46,0.17,0.0,0.035,0.0239,0.008,0.006,0.002,2023-12-03 20:00:00
1.45,0.2,0.001,0.039,0.0188,0.007,0.006,0.0018,2023-12-03 21:00:00
1.46,0.2,0.003,0.05,0.0083,0.007,0.006,0.0015,2023-12-03 22:00:00
1.47,0.2,0.003,0.049,0.0104,0.008,0.007,0.0018,2023-12-03 23:00:00
1.46,0.23,0.008,0.052,0.0076,0.009,0.008,0.002,2023-12-04 00:00:00
1.47,0.2,0.005,0.05,0.0062,0.01,0.009,0.0019,2023-12-04 01:00:00
1.47,0.2,0.003,0.049,0.0085,0.009,0.008,0.0019,2023-12-04 02:00:00
1.47,0.13,0.004,0.04,0.0132,0.01,0.008,0.0019,2023-12-04 03:00:00
1.48,0.1,0.001,0.029,0.0194,0.009,0.009,0.0017,2023-12-04 04:00:00
1.49,0.07,0.003,0.024,0.0204,0.009,0.008,0.0019,2023-12-04 05:00:00
1.46,0.1,0.002,0.02,0.0208,0.012,0.009,0.0017,2023-12-04 06:00:00
1.46,0.1,0.005,0.025,0.0162,0.013,0.012,0.0018,2023-12-04 07:00:00
1.47,0.1,0.004,0.03,0.0112,0.014,0.012,0.0022,2023-12-04 08:00:00
1.47,0.1,0.011,0.031,0.0111,0.014,0.013,0.002,2023-12-04 09:00:00
1.47,0.1,0.015,0.03,0.0116,0.015,0.013,0.0023,2023-12-04 10:00:00
1.49,0.2,0.012,0.029,0.011,0.016,0.014,0.0021,2023-12-04 11:00:00
1.49,0.2,0.012,0.028,0.0127,0.016,0.014,0.0024,2023-12-04 12:00:00
1.48,0.1,0.011,0.023,0.0168,0.014,0.013,0.0025,2023-12-04 13:00:00
1.49,0.2,0.014,0.027,0.0086,0.017,0.014,0.0026,2023-12-04 14:00:00
1.49,0.3,0.015,0.028,0.0069,0.017,0.015,0.0025,2023-12-04 15:00:00
1.51,0.3,0.016,0.027,0.0033,0.017,0.015,0.0027,2023-12-04 16:00:00
1.5,0.3,0.017,0.029,0.0025,0.015,0.013,0.0026,2023-12-04 17:00:00
1.49,0.3,0.012,0.029,0.0049,0.014,0.012,0.0022,2023-12-04 18:00:00
1.47,0.3,0.007,0.028,0.0084,0.012,0.011,0.0021,2023-12-04 19:00:00
1.48,0.3,0.01,0.033,0.0056,0.014,0.012,0.0025,2023-12-04 20:00:00
1.47,0.3,0.014,0.037,0.0044,0.013,0.012,0.0025,2023-12-04 21:00:00
1.49,0.4,0.026,0.042,0.002,0.014,0.013,0.0027,2023-12-04 22:00:00
1.49,0.33,0.016,0.04,0.0019,0.013,0.011,0.0024,2023-12-04 23:00:00
1.48,0.3,0.01,0.038,0.0027,0.01,0.009,0.002,2023-12-05 00:00:00
1.49,0.3,0.009,0.037,0.0026,0.011,0.009,0.0018,2023-12-05 01:00:00
1.5,0.3,0.018,0.042,0.0017,0.009,0.009,0.0022,2023-12-05 02:00:00
1.54,0.23,0.026,0.045,0.0018,0.013,0.011,0.0027,2023-12-05 03:00:00
1.52,0.1,0.003,0.037,0.0056,0.011,0.009,0.0021,2023-12-05 04:00:00
1.52,0.13,0.001,0.032,0.008,0.011,0.01,0.0021,2023-12-05 05:00:00
1.54,0.17,0.005,0.036,0.0037,0.013,0.009,0.0021,2023-12-05 06:00:00
1.52,0.2,0.014,0.04,0.0019,0.012,0.011,0.0021,2023-12-05 07:00:00
1.5,0.23,0.019,0.04,0.0019,0.014,0.011,0.0022,2023-12-05 08:00:00
1.51,0.33,0.05,0.046,0.0021,0.014,0.014,0.0029,2023-12-05 09:00:00
1.52,0.4,0.059,0.046,0.0033,0.018,0.013,0.0027,2023-12-05 10:00:00
1.52,0.4,0.05,0.041,0.0047,0.016,0.013,0.0025,2023-12-05 11:00:00
1.49,0.27,0.033,0.037,0.0064,0.015,0.013,0.0024,2023-12-05 12:00:00
1.51,0.33,0.043,0.043,0.0051,0.015,0.011,0.0026,2023-12-05 13:00:00
1.49,0.27,0.026,0.038,0.0069,0.014,0.011,0.0024,2023-12-05 14:00:00
1.47,0.2,0.0,0.0,0.007,0.012,0.011,0.0017,2023-12-05 15:00:00
1.48,0.2,0.025,0.034,0.0028,0.015,0.009,0.0006,2023-12-05 16:00:00
1.48,0.33,0.051,0.041,0.0019,0.017,0.011,0.0012,2023-12-05 17:00:00
1.47,0.27,0.039,0.038,0.0017,0.016,0.012,0.0009,2023-12-05 18:00:00
1.49,0.37,0.045,0.037,0.0019,0.018,0.014,0.0011,2023-12-05 19:00:00
1.47,0.2,0.011,0.024,0.0044,0.013,0.011,0.0005,2023-12-05 20:00:00
1.48,0.2,0.02,0.031,0.0019,0.013,0.011,0.0006,2023-12-05 21:00:00
1.46,0.17,0.01,0.027,0.0076,0.01,0.009,0.0007,2023-12-05 22:00:00
1.45,0.1,0.004,0.018,0.0136,0.006,0.005,0.0004,2023-12-05 23:00:00
1.46,0.2,0.012,0.033,0.0029,0.01,0.008,0.0006,2023-12-06 00:00:00
1.47,0.17,0.014,0.034,0.0021,0.011,0.01,0.0006,2023-12-06 01:00:00
1.48,,0.02,0.032,0.0017,0.012,0.011,0.0008,2023-12-06 02:00:00
1.48,0.2,0.02,0.032,0.0017,0.012,0.011,0.0008,2023-12-06 02:00:00
1.49,0.13,0.013,0.023,0.0018,0.013,0.01,0.0005,2023-12-06 03:00:00
1.49,,0.013,0.023,0.0018,0.013,0.01,0.0005,2023-12-06 03:00:00
1.5,0.2,0.033,0.025,0.0017,0.019,0.013,0.001,2023-12-06 04:00:00
1.5,,0.033,0.025,0.0017,0.019,0.013,0.001,2023-12-06 04:00:00
1.51,0.2,0.046,0.025,0.0018,0.017,0.013,0.0012,2023-12-06 05:00:00
1.51,,0.046,0.025,0.0018,0.017,0.013,0.0012,2023-12-06 05:00:00
1.54,,0.044,0.026,0.0017,0.019,0.015,0.0011,2023-12-06 06:00:00
1.54,0.2,0.044,0.026,0.0017,0.019,0.015,0.0011,2023-12-06 06:00:00
1.54,,0.047,0.027,0.0024,0.018,0.016,0.0011,2023-12-06 07:00:00
1.54,0.23,0.047,0.027,0.0024,0.018,0.016,0.0011,2023-12-06 07:00:00
1.53,0.33,0.07,0.027,0.0032,0.021,0.017,0.0017,2023-12-06 08:00:00
1.53,,0.07,0.027,0.0032,0.021,0.017,0.0017,2023-12-06 08:00:00
1.53,,0.109,0.034,0.0024,0.02,0.016,0.0024,2023-12-06 09:00:00
1.53,0.5,0.109,0.034,0.0024,0.02,0.016,0.0024,2023-12-06 09:00:00
1.53,,0.111,0.035,0.0024,0.024,0.017,0.0025,2023-12-06 10:00:00
1.53,0.5,0.111,0.035,0.0024,0.024,0.017,0.0025,2023-12-06 10:00:00
1.57,0.7,0.151,0.045,0.003,0.026,0.019,0.0036,2023-12-06 11:00:00
1.57,,0.151,0.045,0.003,0.026,0.019,0.0036,2023-12-06 11:00:00
1.56,,0.178,0.054,0.0035,0.03,0.021,0.0042,2023-12-06 12:00:00
1.56,0.8,0.178,0.054,0.0035,0.03,0.021,0.0042,2023-12-06 12:00:00
1.58,,0.189,0.064,0.0038,0.033,0.024,0.0046,2023-12-06 13:00:00
1.58,0.8,0.189,0.064,0.0038,0.033,0.024,0.0046,2023-12-06 13:00:00
1.58,0.73,0.161,0.062,0.0035,0.034,0.022,0.0038,2023-12-06 14:00:00
1.58,,0.161,0.062,0.0035,0.034,0.022,0.0038,2023-12-06 14:00:00
1.57,,0.161,0.061,0.0037,0.034,0.02,0.0039,2023-12-06 15:00:00
1.57,0.8,0.161,0.061,0.0037,0.034,0.02,0.0039,2023-12-06 15:00:00
1.57,,0.182,0.063,0.0027,0.033,0.02,0.0044,2023-12-06 16:00:00
1.57,0.9,0.182,0.063,0.0027,0.033,0.02,0.0044,2023-12-06 16:00:00
1.57,1.07,0.221,0.069,0.0027,0.037,0.024,0.0052,2023-12-06 17:00:00
1.57,,0.221,0.069,0.0027,0.037,0.024,0.0052,2023-12-06 17:00:00
1.58,0.97,0.214,0.068,0.0024,0.04,0.025,0.0047,2023-12-06 18:00:00
1.58,,0.214,0.068,0.0024,0.04,0.025,0.0047,2023-12-06 18:00:00
1.57,0.9,0.188,0.063,0.0024,0.036,0.023,0.0043,2023-12-06 19:00:00
1.57,,0.188,0.063,0.0024,0.036,0.023,0.0043,2023-12-06 19:00:00
1.57,,0.167,0.065,0.0022,0.032,0.024,0.0039,2023-12-06 20:00:00
1.57,0.77,0.167,0.065,0.0022,0.032,0.024,0.0039,2023-12-06 20:00:00
1.52,,0.11,0.059,0.0019,0.024,0.018,0.0024,2023-12-06 21:00:00
1.52,0.43,0.11,0.059,0.0019,0.024,0.018,0.0024,2023-12-06 21:00:00
1.53,,0.112,0.056,0.0016,0.024,0.018,0.0029,2023-12-06 22:00:00
1.53,0.4,0.112,0.056,0.0016,0.024,0.018,0.0029,2023-12-06 22:00:00
1.55,0.33,0.093,0.053,0.0021,0.027,0.02,0.0025,2023-12-06 23:00:00
1.55,,0.093,0.053,0.0021,0.027,0.02,0.0025,2023-12-06 23:00:00
1.53,,0.064,0.046,0.0018,0.02,0.016,0.002,2023-12-07 00:00:00
1.53,0.27,0.064,0.046,0.0018,0.02,0.016,0.002,2023-12-07 00:00:00
1.53,0.3,0.058,0.043,0.0018,0.018,0.014,0.0018,2023-12-07 01:00:00
1.53,,0.058,0.043,0.0018,0.018,0.014,0.0018,2023-12-07 01:00:00
1.57,0.33,0.071,0.045,0.0016,0.02,0.016,0.0019,2023-12-07 02:00:00
1.57,,0.071,0.045,0.0016,0.02,0.016,0.0019,2023-12-07 02:00:00
1.56,,0.055,0.041,0.0016,0.018,0.014,0.0017,2023-12-07 03:00:00
1.56,0.33,0.055,0.041,0.0016,0.018,0.014,0.0017,2023-12-07 03:00:00
1.58,,0.049,0.039,0.0016,0.016,0.014,0.0014,2023-12-07 04:00:00
1.58,0.3,0.049,0.039,0.0016,0.016,0.014,0.0014,2023-12-07 04:00:00
1.6,0.3,0.053,0.039,0.0019,0.021,0.016,0.0019,2023-12-07 05:00:00
1.6,,0.053,0.039,0.0019,0.021,0.016,0.0019,2023-12-07 05:00:00
1.63,,0.058,0.04,0.0016,0.02,0.018,0.0021,2023-12-07 06:00:00
1.63,0.3,0.058,0.04,0.0016,0.02,0.018,0.0021,2023-12-07 06:00:00
1.63,,0.057,0.039,0.0016,0.02,0.016,0.0021,2023-12-07 07:00:00
1.63,0.3,0.057,0.039,0.0016,0.02,0.016,0.0021,2023-12-07 07:00:00
1.63,,0.062,0.041,0.0018,0.017,0.016,0.0021,2023-12-07 08:00:00
1.63,0.3,0.062,0.041,0.0018,0.017,0.016,0.0021,2023-12-07 08:00:00
1.56,0.4,0.063,0.041,0.0018,0.02,0.015,0.0018,2023-12-07 09:00:00
1.56,,0.063,0.041,0.0018,0.02,0.015,0.0018,2023-12-07 09:00:00
1.56,0.4,0.062,0.039,0.003,0.018,0.016,0.0022,2023-12-07 10:00:00
1.56,,0.062,0.039,0.003,0.018,0.016,0.0022,2023-12-07 10:00:00
1.53,,0.055,0.036,0.0049,0.018,0.015,0.002,2023-12-07 11:00:00
1.53,0.37,0.055,0.036,0.0049,0.018,0.015,0.002,2023-12-07 11:00:00
1.53,0.3,0.042,0.028,0.0082,0.019,0.015,0.0027,2023-12-07 12:00:00
1.53,,0.042,0.028,0.0082,0.019,0.015,0.0027,2023-12-07 12:00:00
1.55,0.33,0.055,0.033,0.0071,0.022,0.017,0.0037,2023-12-07 13:00:00
1.55,,0.055,0.033,0.0071,0.022,0.017,0.0037,2023-12-07 13:00:00
1.59,0.4,0.081,0.042,0.0048,0.029,0.02,0.003,2023-12-07 14:00:00
1.59,,0.081,0.042,0.0048,0.029,0.02,0.003,2023-12-07 14:00:00
1.55,,0.054,0.036,0.0045,0.03,0.016,0.0019,2023-12-07 15:00:00
1.55,0.3,0.054,0.036,0.0045,0.03,0.016,0.0019,2023-12-07 15:00:00
1.54,,0.06,0.041,0.0024,0.035,0.017,0.0021,2023-12-07 16:00:00
1.54,0.33,0.06,0.041,0.0024,0.035,0.017,0.0021,2023-12-07 16:00:00
1.52,,0.05,0.041,0.0018,0.022,0.017,0.0018,2023-12-07 17:00:00
1.52,0.3,0.05,0.041,0.0018,0.022,0.017,0.0018,2023-12-07 17:00:00
1.51,0.3,0.039,0.039,0.0017,0.017,0.012,0.0014,2023-12-07 18:00:00
1.51,,0.039,0.039,0.0017,0.017,0.012,0.0014,2023-12-07 18:00:00
1.51,,0.026,0.036,0.0018,0.014,0.012,0.0013,2023-12-07 19:00:00
1.51,0.27,0.026,0.036,0.0018,0.014,0.012,0.0013,2023-12-07 19:00:00
1.49,,0.016,0.032,0.0015,0.011,0.01,0.0008,2023-12-07 20:00:00
1.49,0.2,0.016,0.032,0.0015,0.011,0.01,0.0008,2023-12-07 20:00:00
1.48,,0.013,0.028,0.0022,0.012,0.01,0.0009,2023-12-07 21:00:00
1.48,0.2,0.013,0.028,0.0022,0.012,0.01,0.0009,2023-12-07 21:00:00
1.47,0.2,0.009,0.026,0.0027,0.012,0.01,0.0013,2023-12-07 22:00:00
1.47,,0.009,0.026,0.0027,0.012,0.01,0.0013,2023-12-07 22:00:00
1.48,0.2,0.009,0.025,0.0026,0.013,0.011,0.0007,2023-12-07 23:00:00
1.48,,0.009,0.025,0.0026,0.013,0.011,0.0007,2023-12-07 23:00:00
1.48,,0.008,0.025,0.0007,0.013,0.011,0.0016,2023-12-08 00:00:00
1.48,0.0,0.008,0.025,0.0007,0.013,0.011,0.0016,2023-12-08 00:00:00
1.49,,0.013,0.026,0.0013,0.015,0.012,0.001,2023-12-08 01:00:00
1.49,,0.009,0.025,0.0039,0.014,0.012,0.0011,2023-12-08 02:00:00
1.48,,0.005,0.024,0.0054,0.013,0.011,0.0007,2023-12-08 03:00:00
1.53,,0.009,0.027,0.0015,0.014,0.012,0.001,2023-12-08 04:00:00
1.5,,0.005,0.025,0.008,0.012,0.01,0.0011,2023-12-08 05:00:00
1.5,,0.006,0.025,0.0049,0.012,0.01,0.0008,2023-12-08 06:00:00
1.5,,0.008,0.028,0.003,0.013,0.012,0.0011,2023-12-08 07:00:00
1.49,,0.014,0.03,0.0021,0.013,0.011,0.0015,2023-12-08 08:00:00
1.5,,0.032,0.033,0.0022,0.016,0.013,0.0026,2023-12-08 09:00:00
1.51,,0.052,0.034,0.0036,0.019,0.014,0.0033,2023-12-08 10:00:00
1.52,,0.055,0.032,0.0054,0.022,0.017,0.0043,2023-12-08 11:00:00
1.48,,0.029,0.022,0.01,0.02,0.014,0.0031,2023-12-08 12:00:00
1.49,,0.032,0.022,0.0098,0.031,0.016,0.0031,2023-12-08 13:00:00
1.5,,0.035,0.027,0.0078,0.021,0.016,0.0033,2023-12-08 14:00:00
1.49,,0.022,0.024,0.0098,0.018,0.014,0.0027,2023-12-08 15:00:00
1.49,,0.015,0.026,0.0061,0.016,0.013,0.002,2023-12-08 16:00:00
1.5,,0.017,0.03,0.0034,0.017,0.013,0.002,2023-12-08 17:00:00
1.53,,0.042,0.035,0.0024,0.021,0.016,0.0031,2023-12-08 18:00:00
1.54,,0.045,0.034,0.0023,0.021,0.016,0.005,2023-12-08 19:00:00
1.52,,0.049,0.034,0.0025,0.023,0.017,0.007,2023-12-08 20:00:00
1.52,,0.039,0.033,0.0024,0.024,0.018,0.0065,2023-12-08 21:00:00
1.51,,0.015,0.028,0.0028,0.022,0.016,0.0039,2023-12-08 22:00:00
1.52,,0.009,0.026,0.0034,0.019,0.015,0.0028,2023-12-08 23:00:00
1.54,,0.031,0.031,0.0021,0.022,0.017,0.0045,2023-12-09 00:00:00
1.53,,0.032,0.033,0.0023,0.022,0.017,0.0069,2023-12-09 01:00:00
1.54,,0.02,0.031,0.0026,0.019,0.016,0.0057,2023-12-09 02:00:00
1.54,,0.017,0.03,0.0026,0.021,0.016,0.0053,2023-12-09 03:00:00
1.54,,0.018,0.031,0.0027,0.019,0.015,0.0052,2023-12-09 04:00:00
1.55,,0.031,0.033,0.002,0.022,0.015,0.0088,2023-12-09 05:00:00
1.53,,0.019,0.031,0.0024,0.02,0.015,0.0135,2023-12-09 06:00:00
1.52,,0.016,0.031,0.0022,0.018,0.015,0.0138,2023-12-09 07:00:00
1.53,,0.029,0.033,0.0021,0.024,0.016,0.0129,2023-12-09 08:00:00
1.53,,0.024,0.031,0.0025,0.023,0.015,0.0105,2023-12-09 09:00:00
1.54,,0.03,0.031,0.0036,0.022,0.016,0.0103,2023-12-09 10:00:00
1.63,,0.038,0.03,0.0051,0.025,0.016,0.0168,2023-12-09 11:00:00
1.54,,0.038,0.031,0.0067,0.023,0.016,0.0184,2023-12-09 12:00:00
1.54,,0.044,0.03,0.007,0.023,0.016,0.0209,2023-12-09 13:00:00
1.53,,0.038,0.028,0.0068,0.022,0.016,0.0205,2023-12-09 14:00:00
1.52,,0.03,0.029,0.0062,0.019,0.015,0.0138,2023-12-09 15:00:00
1.52,,0.022,0.031,0.0042,0.019,0.014,0.0106,2023-12-09 16:00:00
1.52,,0.022,0.034,0.0021,0.018,0.014,0.012,2023-12-09 17:00:00
1.51,,0.02,0.034,0.0022,0.018,0.014,0.0131,2023-12-09 18:00:00
1.52,,0.019,0.034,0.002,0.019,0.015,0.0133,2023-12-09 19:00:00
1.53,,0.023,0.035,0.0019,0.019,0.014,0.0142,2023-12-09 20:00:00
1.53,,0.023,0.035,0.0021,0.02,0.014,0.0167,2023-12-09 21:00:00
1.53,,0.02,0.035,0.0019,0.019,0.014,0.0164,2023-12-09 22:00:00
1.52,,0.017,0.035,0.0019,0.019,0.014,0.0132,2023-12-09 23:00:00
1.52,,0.017,0.035,0.0021,0.018,0.014,0.0116,2023-12-10 00:00:00
1.52,,0.015,0.034,0.0019,0.017,0.014,0.011,2023-12-10 01:00:00
1.53,,0.015,0.034,0.0019,0.017,0.014,0.01,2023-12-10 02:00:00
1.53,,0.018,0.034,0.0022,0.021,0.015,0.0098,2023-12-10 03:00:00
1.53,,0.013,0.034,0.0019,0.021,0.015,0.0089,2023-12-10 04:00:00
1.52,,0.01,0.033,0.0021,0.018,0.013,0.0085,2023-12-10 05:00:00
1.51,,0.013,0.033,0.0017,0.019,0.014,0.0087,2023-12-10 06:00:00
1.52,,0.014,0.034,0.0018,0.02,0.015,0.0082,2023-12-10 07:00:00
1.52,,0.011,0.032,0.0031,0.02,0.014,0.0068,2023-12-10 08:00:00
1.52,,0.016,0.033,0.0021,0.019,0.014,0.0069,2023-12-10 09:00:00
1.52,,0.021,0.033,0.0035,0.02,0.015,0.0072,2023-12-10 10:00:00
1.51,,0.019,0.03,0.0084,0.021,0.015,0.0073,2023-12-10 11:00:00
1.5,,0.008,0.018,0.0174,0.018,0.013,0.0058,2023-12-10 12:00:00
1.5,,0.009,0.019,0.0165,0.016,0.013,0.0052,2023-12-10 13:00:00
1.51,,0.009,0.022,0.0162,0.017,0.013,0.0045,2023-12-10 14:00:00
1.5,,0.007,0.026,0.0143,0.015,0.012,0.0039,2023-12-10 15:00:00
1.49,,0.007,0.032,0.0093,0.015,0.012,0.0036,2023-12-10 16:00:00
1.49,,0.005,0.036,0.0068,0.016,0.012,0.0032,2023-12-10 17:00:00
1.49,,0.004,0.036,0.007,0.015,0.013,0.0035,2023-12-10 18:00:00
1.48,,0.004,0.034,0.01,0.014,0.011,0.0036,2023-12-10 19:00:00
1.46,,0.002,0.027,0.0155,0.012,0.008,0.0042,2023-12-10 20:00:00
1.45,,0.002,0.023,0.0194,0.011,0.008,0.0045,2023-12-10 21:00:00
1.45,,0.002,0.017,0.0255,0.011,0.008,0.006,2023-12-10 22:00:00
1.45,,0.001,0.015,0.0273,0.011,0.008,0.0063,2023-12-10 23:00:00
1.45,,0.001,0.016,0.0268,0.011,0.008,0.0058,2023-12-11 00:00:00
1.45,,0.001,0.016,0.0276,0.011,0.008,0.0047,2023-12-11 01:00:00
1.45,,0.001,0.01,0.0335,0.008,0.007,0.0042,2023-12-11 02:00:00
1.44,,0.001,0.006,0.0351,0.01,0.006,0.0036,2023-12-11 03:00:00
1.44,,0.001,0.005,0.0358,0.012,0.008,0.0033,2023-12-11 04:00:00
1.44,,0.001,0.005,0.0345,0.014,0.009,0.0023,2023-12-11 05:00:00
1.45,,0.001,0.007,0.031,0.016,0.011,0.0019,2023-12-11 06:00:00
1.46,,0.001,0.015,0.0223,0.015,0.011,0.002,2023-12-11 07:00:00
1.46,,0.002,0.024,0.0139,0.015,0.01,0.0026,2023-12-11 08:00:00
